date,ucr_category,ucr_code,geometry,longitude,latitude,year
2017-05-29,03* - ROBBERY,344,"c(1024272.50189572, 846789.480564813)",1024272.5018957191,846789.4805648127,2017
2017-08-29,03* - ROBBERY,304,"c(1012300.06027359, 836784.098635504)",1012300.0602735945,836784.0986355045,2017
2017-09-01,03* - ROBBERY,304,"c(1019847.69865145, 833384.595508567)",1019847.6986514549,833384.5955085669,2017
2017-09-02,03* - ROBBERY,314,"c(1014142.95036018, 845447.230031221)",1014142.9503601821,845447.2300312214,2017
2017-08-31,03* - ROBBERY,301,"c(1019997.52151163, 834353.198751044)",1019997.5215116346,834353.198751044,2017
2017-07-08,03* - ROBBERY,301,"c(1020249.03085764, 845611.621011181)",1020249.0308576392,845611.6210111809,2017
2017-09-03,03* - ROBBERY,304,"c(1022404.33288119, 851219.249733597)",1022404.3328811915,851219.2497335967,2017
2017-03-27,03* - ROBBERY,304,"c(1011002.43041381, 836372.22892993)",1011002.4304138101,836372.2289299305,2017
2017-03-27,03* - ROBBERY,304,"c(1015359.92064877, 844032.579739078)",1015359.9206487713,844032.5797390782,2017
2017-03-27,03* - ROBBERY,301,"c(1018128.64236686, 843588.583912858)",1018128.6423668615,843588.5839128579,2017
2017-03-29,03* - ROBBERY,312,"c(1020281.18192007, 829491.137659407)",1020281.181920071,829491.1376594068,2017
2017-03-31,03* - ROBBERY,301,"c(1019446.97077913, 850960.05161358)",1019446.9707791322,850960.0516135799,2017
2017-03-31,03* - ROBBERY,302,"c(1020339.31304424, 829624.730595902)",1020339.3130442398,829624.7305959023,2017
2017-04-02,03* - ROBBERY,301,"c(1023310.78206022, 850325.871783831)",1023310.782060219,850325.8717838313,2017
2017-04-02,03* - ROBBERY,314,"c(1018631.29160946, 837004.8491009)",1018631.291609458,837004.8491009002,2017
2017-08-05,03* - ROBBERY,304,"c(1014442.76203489, 839099.265456222)",1014442.7620348862,839099.2654562218,2017
2017-08-06,03* - ROBBERY,314,"c(1015286.87102541, 840580.869107275)",1015286.8710254055,840580.8691072746,2017
2017-08-09,03* - ROBBERY,313,"c(1013891.02096511, 837292.168964312)",1013891.0209651086,837292.1689643118,2017
2017-08-09,03* - ROBBERY,301,"c(1018117.28108296, 846141.730547942)",1018117.2810829593,846141.730547942,2017
2017-08-09,03* - ROBBERY,343,"c(1009819.86982522, 838236.97913218)",1009819.86982522,838236.9791321796,2017
2017-08-13,03* - ROBBERY,301,"c(1014714.91069722, 842878.71959715)",1014714.9106972188,842878.7195971499,2017
2017-08-10,03* - ROBBERY,304,"c(1017724.59184695, 835700.078789779)",1017724.5918469538,835700.0787897788,2017
2017-08-10,03* - ROBBERY,312,"c(1018353.70094728, 835677.479113708)",1018353.70094728,835677.4791137078,2017
2017-08-11,03* - ROBBERY,301,"c(1019781.39197967, 834390.468361678)",1019781.3919796682,834390.4683616782,2017
2017-01-21,03* - ROBBERY,301,"c(1017973.12151761, 847629.230809351)",1017973.1215176076,847629.2308093514,2017
2017-01-20,03* - ROBBERY,304,"c(1019934.59266919, 838927.98346571)",1019934.5926691927,838927.9834657097,2017
2017-01-20,03* - ROBBERY,301,"c(1018076.20138166, 847695.60109969)",1018076.2013816576,847695.60109969,2017
2018-01-31,03* - ROBBERY,301,"c(1020566.95188721, 835146.518859302)",1020566.9518872079,835146.5188593017,2018
2018-01-31,03* - ROBBERY,301,"c(1011682.85042747, 836884.288723001)",1011682.8504274748,836884.2887230008,2018
2018-01-31,03* - ROBBERY,301,"c(1015474.45101381, 842201.019402535)",1015474.4510138112,842201.0194025354,2018
2018-02-01,03* - ROBBERY,344,"c(1010838.11041973, 838840.65884957)",1010838.1104197314,838840.6588495703,2018
2018-02-03,03* - ROBBERY,301,"c(1020483.32182412, 834076.90858357)",1020483.321824122,834076.9085835702,2018
2018-02-02,03* - ROBBERY,301,"c(1015574.22084956, 842114.159654565)",1015574.2208495605,842114.1596545646,2018
2018-02-01,03* - ROBBERY,301,"c(1017804.40157724, 830731.427988995)",1017804.4015772358,830731.4279889952,2018
2018-02-05,03* - ROBBERY,301,"c(1013968.53120465, 830925.67784036)",1013968.5312046473,830925.6778403602,2018
2017-09-25,03* - ROBBERY,301,"c(1011995.01979373, 847401.100447475)",1011995.0197937262,847401.1004474747,2017
2017-09-26,03* - ROBBERY,304,"c(1012934.14312346, 836601.970704378)",1012934.1431234587,836601.9707043782,2017
2017-09-26,03* - ROBBERY,304,"c(1017038.50118345, 836904.898769764)",1017038.5011834542,836904.8987697636,2017
2017-09-26,03* - ROBBERY,301,"c(1018333.82009614, 845097.160263209)",1018333.820096142,845097.1602632091,2017
2017-09-26,03* - ROBBERY,314,"c(1014142.95036018, 845447.230031221)",1014142.9503601821,845447.2300312214,2017
2017-09-26,03* - ROBBERY,301,"c(1014053.66401589, 848133.570648875)",1014053.664015887,848133.5706488749,2017
2017-09-27,03* - ROBBERY,301,"c(1021155.40185553, 827718.957489712)",1021155.4018555306,827718.9574897124,2017
2017-09-27,03* - ROBBERY,302,"c(1021786.05815101, 849053.36123668)",1021786.0581510116,849053.3612366804,2017
2017-09-28,03* - ROBBERY,314,"c(1011831.76059879, 836662.098512377)",1011831.7605987934,836662.0985123769,2017
2017-09-29,03* - ROBBERY,314,"c(1016713.01161076, 837005.409076232)",1016713.0116107643,837005.4090762322,2017
2017-09-29,03* - ROBBERY,304,"c(1017194.72189469, 831030.078020205)",1017194.7218946859,831030.0780202049,2017
2017-10-22,03* - ROBBERY,302,"c(1020670.01176271, 834467.038790611)",1020670.0117627148,834467.0387906107,2017
2017-10-23,03* - ROBBERY,312,"c(1016706.95100801, 844499.170147985)",1016706.951008009,844499.1701479849,2017
2017-10-23,03* - ROBBERY,364,"c(1019427.26118973, 840357.789265677)",1019427.2611897321,840357.7892656766,2017
2017-10-24,03* - ROBBERY,301,"c(1013668.03103235, 832725.138163306)",1013668.0310323492,832725.138163306,2017
2017-10-25,03* - ROBBERY,312,"c(1009772.34490595, 830390.538905428)",1009772.3449059475,830390.5389054284,2017
2017-06-29,03* - ROBBERY,304,"c(1020045.43144018, 847064.340821629)",1020045.431440181,847064.3408216287,2017
2017-06-29,03* - ROBBERY,301,"c(1018528.76162622, 836541.849277547)",1018528.7616262158,836541.8492775465,2017
2017-06-28,03* - ROBBERY,304,"c(1019487.96129208, 847877.720895933)",1019487.9612920844,847877.7208959333,2017
2017-06-27,03* - ROBBERY,301,"c(1019630.45170722, 842191.389963349)",1019630.4517072171,842191.3899633492,2017
2017-06-28,03* - ROBBERY,304,"c(1010923.89050952, 836979.978813994)",1010923.8905095187,836979.9788139936,2017
2017-06-30,03* - ROBBERY,304,"c(1017581.56670655, 829862.914130283)",1017581.5667065518,829862.9141302826,2017
2017-06-30,03* - ROBBERY,304,"c(1017874.93163184, 840769.789454793)",1017874.9316318394,840769.7894547926,2017
2017-07-02,03* - ROBBERY,344,"c(1020967.22181581, 845655.39064077)",1020967.2218158065,845655.3906407704,2017
2017-07-02,03* - ROBBERY,301,"c(1015575.76083385, 843306.099759075)",1015575.7608338502,843306.0997590751,2017
2017-07-03,03* - ROBBERY,354,"c(1020293.3718623, 829380.177886471)",1020293.3718622974,829380.177886471,2017
2017-07-01,03* - ROBBERY,301,"c(1016032.49102353, 841973.579542917)",1016032.4910235306,841973.5795429166,2017
2017-07-04,03* - ROBBERY,314,"c(1014937.68519756, 853819.619791241)",1014937.6851975579,853819.6197912407,2017
2017-07-03,03* - ROBBERY,301,"c(1020249.03085764, 845611.621011181)",1020249.0308576392,845611.6210111809,2017
2017-07-04,03* - ROBBERY,313,"c(1018300.18132146, 836817.73886364)",1018300.1813214567,836817.7388636401,2017
2017-04-28,03* - ROBBERY,304,"c(1015240.22562876, 834844.97264099)",1015240.2256287616,834844.9726409899,2017
2017-04-28,03* - ROBBERY,341,"c(1020963.4317988, 845582.410457515)",1020963.4317987992,845582.4104575148,2017
2017-04-30,03* - ROBBERY,314,"c(1018300.18132146, 836817.73886364)",1018300.1813214567,836817.7388636401,2017
2017-04-29,03* - ROBBERY,301,"c(1018481.08217679, 828795.40755755)",1018481.0821767863,828795.4075575504,2017
2017-04-29,03* - ROBBERY,303,"c(1017166.3234803, 836259.333010741)",1017166.3234802954,836259.333010741,2017
2017-05-02,03* - ROBBERY,341,"c(1021648.98171287, 836471.008956864)",1021648.9817128703,836471.0089568642,2017
2017-05-02,03* - ROBBERY,304,"c(1016967.05084057, 847272.660882211)",1016967.050840572,847272.6608822108,2017
2017-11-18,03* - ROBBERY,304,"c(1021649.84208224, 842351.489806254)",1021649.8420822362,842351.489806254,2017
2017-11-19,03* - ROBBERY,312,"c(1020281.18192007, 829491.137659407)",1020281.181920071,829491.1376594068,2017
2017-11-19,03* - ROBBERY,304,"c(1014816.36855882, 851654.750337818)",1014816.3685588172,851654.750337818,2017
2017-11-19,03* - ROBBERY,301,"c(1015477.4305759, 844980.559986174)",1015477.4305758952,844980.5599861742,2017
2017-11-22,03* - ROBBERY,304,"c(1016004.70082775, 838675.849605605)",1016004.7008277493,838675.8496056054,2017
2017-11-22,03* - ROBBERY,304,"c(1017588.83153821, 837384.619378126)",1017588.8315382147,837384.6193781262,2017
2017-11-23,03* - ROBBERY,301,"c(1013298.0699081, 828166.090610624)",1013298.069908099,828166.0906106238,2017
2017-12-11,03* - ROBBERY,301,"c(1015317.26057099, 845549.790252045)",1015317.2605709904,845549.7902520449,2017
2017-12-12,03* - ROBBERY,301,"c(1019641.47811211, 846751.270507682)",1019641.4781121055,846751.2705076818,2017
2017-12-11,03* - ROBBERY,301,"c(1015155.3512304, 831183.747951315)",1015155.3512304017,831183.7479513146,2017
2017-12-12,03* - ROBBERY,341,"c(1015357.93109866, 835639.658873653)",1015357.931098664,835639.6588736527,2017
2017-10-31,03* - ROBBERY,304,"c(1014413.62688645, 840027.286088911)",1014413.6268864478,840027.2860889114,2017
2017-12-04,03* - ROBBERY,304,"c(1018155.64201171, 832944.30851847)",1018155.6420117099,832944.3085184697,2017
2017-12-13,03* - ROBBERY,304,"c(1011945.58055759, 838049.538923674)",1011945.5805575893,838049.5389236743,2017
2017-12-13,03* - ROBBERY,301,"c(1016500.88089, 843047.77971797)",1016500.8808899972,843047.7797179697,2017
2017-12-08,03* - ROBBERY,341,"c(1020628.3321058, 832708.408435207)",1020628.3321057967,832708.4084352072,2017
2017-12-15,03* - ROBBERY,301,"c(1016897.56835548, 847244.638620833)",1016897.5683554846,847244.6386208328,2017
2017-12-15,03* - ROBBERY,304,"c(1021436.02198776, 830631.338065995)",1021436.0219877602,830631.3380659954,2017
2017-12-17,03* - ROBBERY,302,"c(1017849.3215338, 837972.899164114)",1017849.3215337982,837972.8991641139,2017
2017-12-17,03* - ROBBERY,301,"c(1020731.76152017, 838451.079497613)",1020731.7615201725,838451.0794976131,2017
2017-11-17,03* - ROBBERY,344,"c(1014452.47113717, 835129.648610182)",1014452.4711371677,835129.6486101815,2017
2017-12-17,03* - ROBBERY,344,"c(1020294.93172544, 834657.708709538)",1020294.9317254447,834657.7087095384,2017
2017-02-13,03* - ROBBERY,311,"c(1009655.55981153, 836502.64892579)",1009655.5598115269,836502.6489257897,2017
2017-02-13,03* - ROBBERY,314,"c(1010860.0450391, 830433.465044685)",1010860.0450390959,830433.4650446848,2017
2017-02-13,03* - ROBBERY,301,"c(1013543.4903074, 840874.799621513)",1013543.4903073978,840874.7996215131,2017
2018-02-26,03* - ROBBERY,304,"c(1019066.9196652, 849846.949280798)",1019066.9196651987,849846.9492807983,2018
2017-07-20,03* - ROBBERY,303,"c(1015844.97085685, 836987.266363947)",1015844.9708568472,836987.2663639474,2017
2017-07-21,03* - ROBBERY,301,"c(1016239.26734709, 838249.823151751)",1016239.2673470859,838249.8231517514,2017
2017-07-23,03* - ROBBERY,304,"c(1017131.53121671, 836369.299018316)",1017131.5312167052,836369.2990183163,2017
2017-07-24,03* - ROBBERY,301,"c(1015862.84101906, 843450.199901949)",1015862.8410190567,843450.1999019493,2017
2017-07-24,03* - ROBBERY,351,"c(1020391.40314935, 840333.095772403)",1020391.4031493507,840333.0957724033,2017
2017-07-24,03* - ROBBERY,304,"c(1015323.75308997, 833229.492949797)",1015323.7530899663,833229.4929497974,2017
2017-05-30,03* - ROBBERY,311,"c(1011482.76505731, 839984.600702327)",1011482.7650573122,839984.6007023274,2017
2017-05-29,03* - ROBBERY,303,"c(1017109.58435061, 848034.960035024)",1017109.5843506119,848034.9600350236,2017
2017-06-03,03* - ROBBERY,344,"c(1014848.89107066, 833727.288623121)",1014848.8910706617,833727.2886231212,2017
2017-03-10,03* - ROBBERY,345,"c(1018134.3915508, 838155.389329448)",1018134.3915508044,838155.389329448,2017
2017-03-09,03* - ROBBERY,304,"c(1012581.99053452, 836905.019030007)",1012581.9905345219,836905.019030007,2017
2017-03-11,03* - ROBBERY,301,"c(1020938.3722737, 831319.45819795)",1020938.3722736982,831319.4581979503,2017
2017-03-14,03* - ROBBERY,341,"c(1016971.40120438, 837960.868973251)",1016971.4012043797,837960.8689732512,2017
2017-09-05,03* - ROBBERY,354,"c(1020196.28207954, 831302.617980871)",1020196.2820795401,831302.617980871,2017
2017-09-06,03* - ROBBERY,301,"c(1015598.28134919, 826771.797272443)",1015598.2813491868,826771.7972724434,2017
2017-09-08,03* - ROBBERY,304,"c(1015166.14021686, 852252.351632126)",1015166.1402168565,852252.351632126,2017
2017-08-14,03* - ROBBERY,303,"c(1017842.45142477, 849251.040867991)",1017842.4514247685,849251.0408679907,2017
2017-09-11,03* - ROBBERY,301,"c(1018069.08151665, 841586.949402621)",1018069.0815166512,841586.9494026212,2017
2017-04-05,03* - ROBBERY,304,"c(1020708.6213953, 840726.379521357)",1020708.6213952994,840726.3795213567,2017
2017-04-05,03* - ROBBERY,303,"c(1020948.5410761, 835654.279109697)",1020948.5410761018,835654.2791096969,2017
2017-04-05,03* - ROBBERY,302,"c(1017479.75928479, 835677.669045333)",1017479.7592847943,835677.669045333,2017
2017-04-02,03* - ROBBERY,312,"c(1019701.10587151, 849354.295007722)",1019701.1058715101,849354.2950077222,2017
2017-04-08,03* - ROBBERY,312,"c(1015286.87102541, 840580.869107275)",1015286.8710254055,840580.8691072746,2017
2017-04-09,03* - ROBBERY,364,"c(1014954.45096344, 842373.729703465)",1014954.4509634424,842373.7297034652,2017
2018-01-07,03* - ROBBERY,311,"c(1011718.89028608, 840007.628883717)",1011718.8902860832,840007.6288837167,2018
2018-01-08,03* - ROBBERY,303,"c(1014515.80733537, 844311.021793771)",1014515.8073353688,844311.0217937706,2018
2018-01-09,03* - ROBBERY,301,"c(1020426.59172477, 830634.367882971)",1020426.5917247748,830634.3678829707,2018
2018-01-10,03* - ROBBERY,304,"c(1014315.83490311, 835068.531262)",1014315.8349031052,835068.5312620004,2018
2017-09-17,03* - ROBBERY,301,"c(1012703.45013312, 851634.37136813)",1012703.4501331201,851634.3713681297,2017
2018-01-10,03* - ROBBERY,301,"c(1018669.89189754, 828110.347449266)",1018669.8918975441,828110.347449266,2018
2018-01-11,03* - ROBBERY,311,"c(1010436.66011054, 836373.34898808)",1010436.6601105437,836373.3489880803,2018
2018-01-11,03* - ROBBERY,341,"c(1020741.95167264, 832054.67799228)",1020741.9516726418,832054.6779922799,2018
2017-10-26,03* - ROBBERY,301,"c(1021308.6420173, 829147.597631178)",1021308.6420173037,829147.5976311784,2017
2017-10-26,03* - ROBBERY,301,"c(1019278.01157297, 826916.017277093)",1019278.0115729745,826916.0172770933,2017
2017-10-28,03* - ROBBERY,301,"c(1017810.06153442, 844903.000491617)",1017810.0615344244,844903.0004916165,2017
2017-10-27,03* - ROBBERY,301,"c(1014770.26061323, 854369.221811439)",1014770.2606132311,854369.2218114391,2017
2017-10-27,03* - ROBBERY,301,"c(1021028.61144626, 846335.930752275)",1021028.6114462559,846335.9307522748,2017
2017-10-29,03* - ROBBERY,301,"c(1017339.60172221, 835903.479000331)",1017339.6017222055,835903.4790003311,2017
2017-10-30,03* - ROBBERY,301,"c(1021610.27183083, 835808.379246821)",1021610.2718308318,835808.3792468207,2017
2017-10-30,03* - ROBBERY,301,"c(1017886.59171381, 830843.257842262)",1017886.5917138059,830843.2578422622,2017
2017-10-30,03* - ROBBERY,301,"c(1017164.29134157, 835959.247922715)",1017164.2913415706,835959.2479227153,2017
2017-10-30,03* - ROBBERY,304,"c(1015077.79846899, 853589.777691303)",1015077.7984689912,853589.7776913028,2017
2017-10-30,03* - ROBBERY,301,"c(1021360.82204774, 828946.097668723)",1021360.8220477437,828946.0976687225,2017
2017-10-30,03* - ROBBERY,301,"c(1020975.39198849, 828377.577357332)",1020975.3919884854,828377.5773573321,2017
2018-02-06,03* - ROBBERY,301,"c(1011166.95034817, 839712.159582951)",1011166.9503481712,839712.1595829508,2018
2017-10-25,03* - ROBBERY,301,"c(1014954.45096344, 842373.729703465)",1014954.4509634424,842373.7297034652,2017
2017-12-01,03* - ROBBERY,304,"c(1018696.04078783, 848458.160766417)",1018696.0407878336,848458.1607664169,2017
2018-02-06,03* - ROBBERY,304,"c(1016620.47106573, 837913.019310605)",1016620.4710657324,837913.0193106049,2018
2018-02-07,03* - ROBBERY,311,"c(1017439.68296297, 844160.300705355)",1017439.6829629667,844160.3007053551,2018
2018-02-07,03* - ROBBERY,344,"c(1014129.74092184, 839862.54884429)",1014129.7409218395,839862.5488442904,2018
2018-02-09,03* - ROBBERY,304,"c(1014251.96082323, 840537.06928361)",1014251.9608232254,840537.0692836096,2018
2018-02-10,03* - ROBBERY,304,"c(1019632.10598608, 839685.902362519)",1019632.1059860839,839685.9023625186,2018
2018-02-10,03* - ROBBERY,304,"c(1011166.95034817, 839712.159582951)",1011166.9503481712,839712.1595829508,2018
2018-02-10,03* - ROBBERY,304,"c(1016830.45159011, 829974.65734214)",1016830.4515901086,829974.6573421401,2018
2017-08-14,03* - ROBBERY,301,"c(1021351.17776277, 837268.387756323)",1021351.1777627687,837268.3877563232,2017
2017-08-14,03* - ROBBERY,351,"c(1020566.16142241, 838550.009431597)",1020566.1614224096,838550.0094315966,2017
2017-08-14,03* - ROBBERY,304,"c(1020333.14166003, 833749.408513956)",1020333.1416600287,833749.4085139555,2017
2017-08-15,03* - ROBBERY,304,"c(1009655.55981153, 836502.64892579)",1009655.5598115269,836502.6489257897,2017
2017-08-15,03* - ROBBERY,314,"c(1018300.18132146, 836817.73886364)",1018300.1813214567,836817.7388636401,2017
2017-08-15,03* - ROBBERY,301,"c(1015005.15071422, 841179.169198555)",1015005.1507142197,841179.1691985552,2017
2017-08-17,03* - ROBBERY,301,"c(1012118.03041583, 846865.320579295)",1012118.0304158285,846865.3205792949,2017
2017-08-18,03* - ROBBERY,301,"c(1013845.01074512, 841327.159706819)",1013845.0107451164,841327.1597068192,2017
2017-08-18,03* - ROBBERY,304,"c(1017825.20125052, 845521.22050418)",1017825.2012505237,845521.2205041804,2017
2018-06-16,03* - ROBBERY,314,"c(1011562.2902872, 836599.378800523)",1011562.2902871958,836599.3788005229,2018
2018-06-16,03* - ROBBERY,314,"c(1009772.34490595, 830390.538905428)",1009772.3449059475,830390.5389054284,2018
2018-06-16,03* - ROBBERY,343,"c(1011652.01050796, 839328.979188568)",1011652.0105079621,839328.9791885684,2018
2018-06-17,03* - ROBBERY,312,"c(1020074.77181112, 830976.197634668)",1020074.7718111224,830976.1976346683,2018
2018-07-05,03* - ROBBERY,304,"c(1018499.70199015, 835850.718963127)",1018499.7019901492,835850.7189631272,2018
2018-07-05,03* - ROBBERY,304,"c(1019718.26143405, 846869.580992044)",1019718.2614340477,846869.5809920436,2018
2018-07-07,03* - ROBBERY,304,"c(1012540.28027235, 837992.514111804)",1012540.2802723522,837992.5141118041,2018
2018-07-07,03* - ROBBERY,301,"c(1020959.14983756, 840011.598340217)",1020959.1498375644,840011.5983402174,2018
2018-07-07,03* - ROBBERY,301,"c(1019853.08187068, 832567.478546155)",1019853.081870676,832567.4785461553,2018
2018-07-08,03* - ROBBERY,304,"c(1014441.71080853, 840534.689044798)",1014441.7108085317,840534.6890447979,2018
2017-09-29,03* - ROBBERY,304,"c(1014197.20061668, 844642.78988488)",1014197.2006166796,844642.7898848796,2017
2017-09-28,03* - ROBBERY,312,"c(1015286.87102541, 840580.869107275)",1015286.8710254055,840580.8691072746,2017
2017-10-02,03* - ROBBERY,302,"c(1018016.15115619, 841888.259552249)",1018016.1511561862,841888.2595522491,2017
2017-12-18,03* - ROBBERY,341,"c(1018169.14206822, 830480.868086067)",1018169.1420682155,830480.8680860673,2017
2017-12-20,03* - ROBBERY,304,"c(1020477.04716182, 836125.504949174)",1020477.0471618171,836125.5049491745,2017
2017-12-20,03* - ROBBERY,343,"c(1014271.20091958, 841339.089161207)",1014271.2009195792,841339.0891612067,2017
2017-12-22,03* - ROBBERY,313,"c(1014116.55085365, 843862.680070708)",1014116.550853648,843862.6800707079,2017
2017-12-23,03* - ROBBERY,303,"c(1018970.63614676, 836821.059089636)",1018970.6361467598,836821.0590896361,2017
2017-11-23,03* - ROBBERY,301,"c(1011562.2902872, 836599.378800523)",1011562.2902871958,836599.3788005229,2017
2017-11-24,03* - ROBBERY,301,"c(1020934.31575188, 844299.453128049)",1020934.315751877,844299.4531280486,2017
2017-11-24,03* - ROBBERY,304,"c(1020883.9306287, 835649.186925145)",1020883.9306287001,835649.1869251451,2017
2017-11-22,03* - ROBBERY,302,"c(1018788.71081094, 841067.75843486)",1018788.7108109413,841067.7584348599,2017
2017-11-24,03* - ROBBERY,304,"c(1017389.25135478, 832372.238332276)",1017389.2513547814,832372.2383322755,2017
2017-11-25,03* - ROBBERY,301,"c(1020469.32200769, 829259.727650432)",1020469.3220076881,829259.727650432,2017
2017-11-25,03* - ROBBERY,301,"c(1020166.32195117, 827669.787598529)",1020166.3219511702,827669.7875985289,2017
2017-11-25,03* - ROBBERY,304,"c(1012241.52060965, 848954.54154748)",1012241.5206096503,848954.5415474802,2017
2017-11-25,03* - ROBBERY,304,"c(1014367.35363591, 841250.498445083)",1014367.3536359142,841250.4984450834,2017
2017-11-26,03* - ROBBERY,311,"c(1020367.43154839, 836059.058871342)",1020367.431548393,836059.058871342,2017
2017-11-26,03* - ROBBERY,312,"c(1017989.74180612, 830348.84797739)",1017989.741806119,830348.8479773899,2017
2017-11-26,03* - ROBBERY,301,"c(1020483.32182412, 834076.90858357)",1020483.321824122,834076.9085835702,2017
2017-11-28,03* - ROBBERY,301,"c(1019207.62128268, 836827.589269375)",1019207.6212826774,836827.5892693753,2017
2017-11-27,03* - ROBBERY,304,"c(1017873.70116112, 845575.180710148)",1017873.7011611218,845575.180710148,2017
2018-02-28,03* - ROBBERY,301,"c(1013846.7604392, 840556.349419226)",1013846.7604391985,840556.349419226,2018
2018-02-28,03* - ROBBERY,303,"c(1017866.6811752, 845132.980065009)",1017866.6811752038,845132.9800650091,2018
2018-02-28,03* - ROBBERY,344,"c(1017766.94323035, 833205.537364652)",1017766.9432303477,833205.5373646517,2018
2018-03-02,03* - ROBBERY,304,"c(1016641.46172096, 831592.15802365)",1016641.4617209613,831592.1580236501,2018
2018-03-04,03* - ROBBERY,303,"c(1020606.73578126, 839855.898478623)",1020606.7357812583,839855.8984786229,2018
2018-03-25,03* - ROBBERY,304,"c(1017170.29753179, 836949.712013358)",1017170.2975317858,836949.7120133585,2018
2018-03-25,03* - ROBBERY,304,"c(1016251.60109792, 844835.099972485)",1016251.6010979153,844835.0999724853,2018
2018-03-25,03* - ROBBERY,304,"c(1015446.01293034, 846544.65656964)",1015446.0129303384,846544.6565696402,2018
2018-03-25,03* - ROBBERY,344,"c(1017338.41099114, 849426.861071935)",1017338.4109911368,849426.8610719347,2018
2018-03-26,03* - ROBBERY,302,"c(1019758.26093772, 849787.100986427)",1019758.2609377223,849787.1009864267,2018
2017-08-13,03* - ROBBERY,304,"c(1010024.54992369, 837563.418675633)",1010024.5499236934,837563.4186756335,2017
2018-03-30,03* - ROBBERY,301,"c(1018980.95097151, 850363.621245045)",1018980.9509715068,850363.6212450446,2018
2018-04-01,03* - ROBBERY,344,"c(1015083.96091006, 842068.699418705)",1015083.9609100606,842068.6994187046,2018
2018-04-24,03* - ROBBERY,304,"c(1015296.34075142, 842806.969745821)",1015296.3407514247,842806.9697458209,2018
2018-04-26,03* - ROBBERY,301,"c(1014734.95109205, 840543.769418603)",1014734.9510920543,840543.7694186032,2018
2018-04-26,03* - ROBBERY,301,"c(1021965.92920742, 839376.547354924)",1021965.9292074167,839376.5473549241,2018
2018-04-26,03* - ROBBERY,342,"c(1018594.06092026, 830471.007225446)",1018594.0609202635,830471.0072254464,2018
2018-04-27,03* - ROBBERY,301,"c(1020304.11786846, 830519.529503692)",1020304.1178684637,830519.5295036918,2018
2018-04-28,03* - ROBBERY,304,"c(1015695.66974986, 842942.501010249)",1015695.6697498572,842942.501010249,2018
2018-04-28,03* - ROBBERY,303,"c(1015458.17137319, 836551.278949687)",1015458.1713731937,836551.2789496868,2018
2018-04-29,03* - ROBBERY,301,"c(1016490.57089184, 842359.289491267)",1016490.5708918445,842359.2894912672,2018
2018-04-29,03* - ROBBERY,303,"c(1018891.4366845, 840785.100484197)",1018891.4366844954,840785.1004841974,2018
2017-09-11,03* - ROBBERY,314,"c(1009772.34490595, 830390.538905428)",1009772.3449059475,830390.5389054284,2017
2017-09-12,03* - ROBBERY,312,"c(1018054.01148582, 836964.428879314)",1018054.0114858199,836964.4288793136,2017
2017-09-12,03* - ROBBERY,341,"c(1022661.87196722, 835740.518839632)",1022661.8719672224,835740.5188396317,2017
2017-07-17,03* - ROBBERY,314,"c(1018920.92636539, 843680.989939956)",1018920.9263653868,843680.9899399563,2017
2018-05-22,03* - ROBBERY,302,"c(1017147.2614197, 838911.519164996)",1017147.2614197036,838911.5191649956,2018
2018-05-22,03* - ROBBERY,304,"c(1017170.29753179, 836949.712013358)",1017170.2975317858,836949.7120133585,2018
2018-05-24,03* - ROBBERY,304,"c(1022723.18188122, 846156.430476093)",1022723.1818812205,846156.4304760926,2018
2018-05-07,03* - ROBBERY,302,"c(1019606.60186018, 836853.112202275)",1019606.6018601812,836853.1122022753,2018
2018-05-27,03* - ROBBERY,314,"c(1014307.15079172, 837260.729074151)",1014307.1507917171,837260.7290741511,2018
2018-01-18,03* - ROBBERY,301,"c(1019034.91124229, 848343.940839485)",1019034.9112422875,848343.9408394848,2018
2017-10-31,03* - ROBBERY,301,"c(1014181.06141072, 828540.927561072)",1014181.0614107209,828540.9275610719,2017
2017-10-31,03* - ROBBERY,301,"c(1015907.13633272, 829865.753309043)",1015907.1363327156,829865.7533090425,2017
2017-10-30,03* - ROBBERY,301,"c(1021556.29412537, 829255.566932529)",1021556.2941253671,829255.5669325292,2017
2017-11-01,03* - ROBBERY,341,"c(1016163.66100324, 843765.889958451)",1016163.6610032406,843765.8899584512,2017
2017-11-01,03* - ROBBERY,301,"c(1014395.04783768, 840456.347977408)",1014395.0478376776,840456.347977408,2017
2017-11-04,03* - ROBBERY,344,"c(1016313.66110575, 842382.749744927)",1016313.6611057502,842382.7497449274,2017
2017-11-04,03* - ROBBERY,301,"c(1014251.96082323, 840537.06928361)",1014251.9608232254,840537.0692836096,2017
2017-11-05,03* - ROBBERY,342,"c(1020576.84201144, 833618.068207984)",1020576.8420114374,833618.0682079839,2017
2017-11-05,03* - ROBBERY,301,"c(1016616.70164086, 830197.72779843)",1016616.701640859,830197.7277984299,2017
2017-11-06,03* - ROBBERY,301,"c(1017147.2614197, 838911.519164996)",1017147.2614197036,838911.5191649956,2017
2017-11-05,03* - ROBBERY,314,"c(1021709.44837029, 829435.853029275)",1021709.448370294,829435.8530292752,2017
2018-02-11,03* - ROBBERY,304,"c(1020255.40159594, 845159.000437795)",1020255.4015959419,845159.0004377946,2018
