date,ucr_category,ucr_code,geometry,longitude,latitude,year
2017-10-20,03* - ROBBERY,302,"c(1020518.81022874, 835547.241231133)",1020518.8102287385,835547.2412311329,2017
2017-06-20,03* - ROBBERY,304,"c(1014954.45096344, 842373.729703465)",1014954.4509634424,842373.7297034652,2017
2017-06-21,03* - ROBBERY,304,"c(1017947.58178258, 830188.157977502)",1017947.5817825819,830188.157977502,2017
2017-06-20,03* - ROBBERY,304,"c(1016272.971368, 837836.789121905)",1016272.9713679978,837836.7891219048,2017
2017-06-26,03* - ROBBERY,314,"c(1013891.02096511, 837292.168964312)",1013891.0209651086,837292.1689643118,2017
2017-06-27,03* - ROBBERY,313,"c(1017228.24165157, 836987.729335058)",1017228.2416515745,836987.7293350579,2017
2017-06-27,03* - ROBBERY,304,"c(1015384.93106169, 835279.788461523)",1015384.9310616907,835279.7884615228,2017
2017-06-12,03* - ROBBERY,301,"c(1014501.04620538, 844365.919988066)",1014501.0462053824,844365.9199880663,2017
2017-06-27,03* - ROBBERY,304,"c(1020959.14983756, 840011.598340217)",1020959.1498375644,840011.5983402174,2017
2017-12-06,03* - ROBBERY,304,"c(1016384.4640466, 844841.68329833)",1016384.4640465986,844841.6832983298,2017
2017-12-05,03* - ROBBERY,304,"c(1015226.85110491, 841062.179259653)",1015226.8511049057,841062.1792596534,2017
2017-12-04,03* - ROBBERY,314,"c(1015962.15971903, 834018.303882122)",1015962.159719033,834018.3038821217,2017
2017-12-05,03* - ROBBERY,304,"c(1018455.09376833, 836906.10025772)",1018455.0937683271,836906.1002577198,2017
2017-12-07,03* - ROBBERY,304,"c(1011853.96360121, 837925.028974919)",1011853.9636012092,837925.028974919,2017
2017-12-07,03* - ROBBERY,304,"c(1018870.80276766, 843700.284194833)",1018870.8027676612,843700.2841948326,2017
2017-12-08,03* - ROBBERY,343,"c(1011902.02065137, 836390.588834424)",1011902.0206513731,836390.5888344238,2017
2017-11-08,03* - ROBBERY,304,"c(1014949.70280186, 846593.383499427)",1014949.70280186,846593.3834994267,2017
2017-12-08,03* - ROBBERY,301,"c(1014857.35332983, 843591.503747549)",1014857.3533298341,843591.5037475494,2017
2017-12-09,03* - ROBBERY,301,"c(1015608.20074892, 842908.469572757)",1015608.20074892,842908.4695727573,2017
2017-12-10,03* - ROBBERY,304,"c(1020815.57805053, 826010.244029001)",1020815.5780505285,826010.2440290009,2017
2017-12-10,03* - ROBBERY,301,"c(1015506.4513777, 829360.097384996)",1015506.4513777028,829360.0973849964,2017
2017-12-11,03* - ROBBERY,301,"c(1013427.2433325, 845066.946245738)",1013427.2433325042,845066.9462457384,2017
2017-04-20,03* - ROBBERY,314,"c(1010626.95262786, 839964.695198362)",1010626.952627858,839964.6951983621,2017
2017-04-21,03* - ROBBERY,333,"c(1016641.46172096, 831592.15802365)",1016641.4617209613,831592.1580236501,2017
2017-04-22,03* - ROBBERY,301,"c(1014028.5986564, 851665.08625122)",1014028.5986563965,851665.0862512202,2017
2017-04-23,03* - ROBBERY,301,"c(1019015.60124134, 848236.960717146)",1019015.6012413382,848236.9607171458,2017
2017-04-23,03* - ROBBERY,301,"c(1012454.78613329, 854040.548116376)",1012454.7861332868,854040.5481163764,2017
2017-04-25,03* - ROBBERY,301,"c(1022986.93029476, 849973.978379854)",1022986.9302947576,849973.9783798535,2017
2017-04-25,03* - ROBBERY,301,"c(1016868.63407584, 845685.245110871)",1016868.6340758409,845685.2451108707,2017
2017-11-15,03* - ROBBERY,301,"c(1018212.54309954, 844633.886817696)",1018212.5430995383,844633.8868176956,2017
2017-11-14,03* - ROBBERY,301,"c(1016605.97348954, 834837.10918298)",1016605.9734895426,834837.1091829801,2017
2017-11-15,03* - ROBBERY,301,"c(1023567.86046968, 846262.293501634)",1023567.8604696817,846262.293501634,2017
2017-11-15,03* - ROBBERY,301,"c(1015591.2529592, 842472.572393617)",1015591.2529592026,842472.5723936172,2017
2017-11-16,03* - ROBBERY,302,"c(1019600.64933916, 840015.499207157)",1019600.6493391569,840015.4992071568,2017
2017-11-16,03* - ROBBERY,304,"c(1021549.86563282, 840041.00217796)",1021549.8656328226,840041.0021779597,2017
2017-11-18,03* - ROBBERY,304,"c(1019331.89135215, 848240.410852559)",1019331.8913521548,848240.4108525586,2017
2017-11-19,03* - ROBBERY,302,"c(1020320.06210877, 829198.987925826)",1020320.0621087691,829198.987925826,2017
2017-07-21,03* - ROBBERY,302,"c(1015376.80902388, 845426.529977942)",1015376.8090238805,845426.5299779415,2017
2017-02-06,03* - ROBBERY,302,"c(1014449.82962497, 838564.388469744)",1014449.829624971,838564.3884697439,2017
2017-02-07,03* - ROBBERY,304,"c(1018226.03199952, 832240.157889629)",1018226.031999519,832240.1578896289,2017
2017-02-07,03* - ROBBERY,301,"c(1012836.70040899, 845896.440134979)",1012836.7004089863,845896.4401349789,2017
2017-02-07,03* - ROBBERY,301,"c(1019416.40400757, 847849.815104098)",1019416.4040075742,847849.8151040976,2017
2017-02-08,03* - ROBBERY,304,"c(1009941.32198196, 839810.684955358)",1009941.321981962,839810.6849553582,2017
2017-02-07,03* - ROBBERY,302,"c(1020772.14196042, 830423.208170702)",1020772.1419604215,830423.2081707022,2017
2017-02-08,03* - ROBBERY,301,"c(1016239.26734709, 838249.823151751)",1016239.2673470859,838249.8231517514,2017
2017-02-08,03* - ROBBERY,304,"c(1014433.22143944, 836975.448097464)",1014433.2214394398,836975.4480974636,2017
2017-02-09,03* - ROBBERY,304,"c(1020148.18524409, 845467.385375964)",1020148.1852440948,845467.3853759639,2017
2017-02-10,03* - ROBBERY,304,"c(1014808.54981441, 847422.880356204)",1014808.549814413,847422.8803562038,2017
2017-02-10,03* - ROBBERY,304,"c(1021370.86140161, 848841.691329729)",1021370.8614016091,848841.6913297292,2017
2017-02-11,03* - ROBBERY,301,"c(1017893.28110953, 847664.45055938)",1017893.2811095339,847664.4505593805,2017
2017-02-12,03* - ROBBERY,301,"c(1012234.30043301, 840345.229012667)",1012234.3004330129,840345.2290126674,2017
2017-02-27,03* - ROBBERY,334,"c(1018125.45134287, 846169.390275139)",1018125.451342865,846169.3902751394,2017
2017-03-02,03* - ROBBERY,304,"c(1015926.72311045, 843786.264257691)",1015926.7231104531,843786.2642576905,2017
2017-03-02,03* - ROBBERY,344,"c(1011708.77055734, 839897.109397932)",1011708.7705573431,839897.1093979321,2017
2017-03-03,03* - ROBBERY,342,"c(1012633.53024926, 853542.351515505)",1012633.5302492558,853542.3515155048,2017
2017-03-06,03* - ROBBERY,314,"c(1019882.2610425, 849764.411070863)",1019882.261042495,849764.4110708628,2017
2017-03-07,03* - ROBBERY,314,"c(1018631.29160946, 837004.8491009)",1018631.291609458,837004.8491009002,2017
2017-03-07,03* - ROBBERY,304,"c(1020015.75192792, 840250.276027765)",1020015.7519279179,840250.2760277655,2017
2017-05-24,03* - ROBBERY,301,"c(1021019.69822477, 831850.866033542)",1021019.6982247657,831850.8660335421,2017
2017-05-24,03* - ROBBERY,314,"c(1015286.87102541, 840580.869107275)",1015286.8710254055,840580.8691072746,2017
2017-05-24,03* - ROBBERY,301,"c(1020890.80170572, 844822.040437356)",1020890.8017057178,844822.0404373556,2017
2017-05-25,03* - ROBBERY,303,"c(1017482.67984176, 836939.412173474)",1017482.679841758,836939.4121734741,2017
2017-05-27,03* - ROBBERY,304,"c(1019100.62147577, 836834.919305117)",1019100.6214757689,836834.9193051166,2017
2017-05-28,03* - ROBBERY,304,"c(1016486.01067841, 847906.040627944)",1016486.010678415,847906.0406279437,2017
2017-05-28,03* - ROBBERY,304,"c(1018972.46466723, 843402.810325969)",1018972.4646672342,843402.8103259687,2017
2017-05-29,03* - ROBBERY,301,"c(1020976.08510485, 832147.810377748)",1020976.0851048529,832147.8103777479,2017
2017-05-29,03* - ROBBERY,301,"c(1023408.20211991, 851537.101882871)",1023408.2021199071,851537.1018828714,2017
