name,types,address,place_id,longitude,latitude
Market Restaurant,restaurant,"101 Reserve Road, Hartford",ChIJz7uXKqJT5okRPM_XpkJg13w,1025397.3995716552,832726.1167217224
Tisane Euro-Asian Cafe,restaurant,"537 Farmington Avenue, Hartford",ChIJj-lD07Ks54kRspWk6P8FPfU,1010905.157606766,839871.077621588
The Half Door,restaurant,"270 Sisson Avenue, Hartford",ChIJVwv8Dk1T5okReQvOeIqFiXk,1011710.7205720934,839963.9839103274
Ichiban Japanese & Korean,restaurant,"530 Farmington Avenue, Hartford",ChIJBaFIMk1T5okR2Z0rgKryYM4,1010964.5683916446,840062.7769220421
Monte Alban Restaurant,restaurant,"531 Farmington Avenue, Hartford",ChIJqUpAMk1T5okR2M3KNYDpMvo,1010968.9568393967,839894.97508885
Tangiers International LLC,restaurant,"550 Farmington Avenue A, Hartford",ChIJuW6DaLGs54kRbQ69SGKUTkQ,1010796.5145109715,840131.1691724424
Brazilian Gula grill & catering,restaurant,"1400 Park Street #17, Hartford",ChIJ1c_cdnT45okR1ddwN_8z6Hs,1013146.6976334968,837192.2809303349
Subway,restaurant,"1240 Park Street, Hartford",ChIJlXAtxkdT5okRZEfU4YkO_9Y,1013908.2187171805,837111.0206679027
Thai Farms Restaurant,restaurant,"104 Jefferson Street, Hartford",ChIJM-XLY2tT5okRPLEFccTq-lU,1019000.7890126074,836035.1663604786
Max Downtown,restaurant,"185 Asylum Street, Hartford",ChIJ5ZXjk2RT5okRYnfbR2hC_bA,1020012.6188247681,840243.3034392047
Trumbull Kitchen,restaurant,"150 Trumbull Street, Hartford",ChIJiW5avmRT5okRsNYQAVx5xXI,1020340.3771505154,840106.4985325229
City Steam Brewery,restaurant,"942 Main Street, Hartford",ChIJf5Zto3xT5okRcRHEf8qo4b0,1021043.1414342639,840460.5422199153
Black-Eyed Sally's Southern Kitchen & Bar,restaurant,"350 Asylum Street, Hartford",ChIJ392KGmRT5okRJixT0bvkqTM,1019192.464439288,840498.7912141836
Agave Grill,restaurant,"100 Allyn Street #1418, Hartford",ChIJublEiWNT5okRCAQtQmd-IoM,1019642.9577406384,840744.7646546195
Starbucks,restaurant,"185 Asylum Street #100, Hartford",ChIJbW6s8mRT5okRR-GJkSaej1c,1020098.2486925027,840248.0041076761
Feng Chophouse,restaurant,"93 Asylum Street, Hartford",ChIJJbh5sGRT5okROkha3YkaJ3w,1020461.666847843,840170.1175621513
Subway,restaurant,"65 Asylum Street, Hartford",ChIJ7QAHs2RT5okRIQT4yeWrBQ0,1020583.3140488693,840104.7416675573
Salute,restaurant,"100 Trumbull Street, Hartford",ChIJtVyy42RT5okRU1lFa7ZzYk0,1020160.2032978433,839641.5214752117
Subway,restaurant,"1 Union Place, Hartford",ChIJ8SfuuGZT5okRGRoxZ07gKrg,1018673.1153905953,840860.2185304312
Domino's Pizza,restaurant,"312 Farmington Avenue, Hartford",ChIJ5Wo3QFBT5okRvLgvlpVrSbA,1013794.1582940979,840582.4326105597
subway,restaurant,"471 Farmington Avenue, Hartford",ChIJOfIeOVBT5okRYAPFaduOf74,1011724.7537022509,839997.2601452562
The Russell Restaurant,restaurant,"187 Allyn Street, Hartford",ChIJVc9hWGNT5okRZ2iH28qgms0,1018890.9480400889,840788.897746614
Bin 228,restaurant,"228 Pearl Street, Hartford",ChIJxX-vWGRT5okR6nSNCCJocjo,1019772.477304122,840068.99282540055
Burger King,restaurant,"811 Main Street, Hartford",ChIJ8Ss8RntT5okRILbmHCSSpJs,1020879.1086473784,839993.8977394763
Hosmer Café,restaurant,"Basement of Hosmer Hall, 65 Elizabeth Street, Hartford",ChIJSeKQZlNT5okRqnJ3vIjmh9A,1011477.1415133147,842148.5276912212
Wood-n-Tap- Hartford,restaurant,"99 Sisson Avenue, Hartford",ChIJVVUJAEtT5okRrF0nRDzl1pY,1011797.601332556,837855.8217224034
KFC,restaurant,"779 Albany Avenue, Hartford",ChIJ2XaLfKFU5okRSB3e7OXaPmg,1016432.4488366311,844700.9204456061
Dunkin',restaurant,"255 Farmington Avenue, Hartford",ChIJhyfknlpT5okRFZUAqoQnRSs,1014535.2067661063,840347.3329007801
Wingstop,restaurant,"550 Farmington Avenue, Hartford",ChIJiQSCxrKs54kRyapcmQJDGig,1010742.8482334393,840022.5549528574
Piggy's Cafe,restaurant,"69 Hawthorn Street, Hartford",ChIJq_ALc0VT5okRYZyFY7yiAxk,1014514.3989499975,839094.9676307325
Stella's and Mazie's,restaurant,"461 Capitol Avenue, Hartford",ChIJ2cbTcUNT5okRDOFcB-MrIIY,1016085.6610553834,838915.7941780011
Backstage Cafe,restaurant,"Westbourne Parkway, Hartford",ChIJJdqJcK5U5okRsb1vi5AgXbU,1012749.6328231796,846671.3367355408
Subway,restaurant,"53 Albany Avenue, Hartford",ChIJd4VzuGJT5okRLt79KRM1nmw,1019503.1771398925,842819.0427329727
Mynx Cabaret Hartford,restaurant,"145 West Service Road, Hartford",ChIJdbAOD15U5okRPJtn-ystY84,1025262.0395037989,848691.7694569513
ON20,restaurant,"400 Columbus Boulevard, Hartford",ChIJmX6H5XtT5okRyMPxqQmWLr4,1022051.7750518831,840056.1839023395
The savvy boutique cafe and bookstore,restaurant,"818 Windsor Street, Hartford",ChIJ1SlQpIxU5okR_78RsoDepes,1022244.643911842,848588.8831117399
Dunn's River Jamaican Restaurant,restaurant,"2996 Main Street, Hartford",ChIJJy1dS_RU5okRwqQmsogjG6c,1022880.5779169195,849738.0725022806
Froyo World,restaurant,"250 Columbus Boulevard, Hartford",ChIJ4Vvs0HtT5okR3vHumFEFPUQ,1022145.6054925197,839404.9157830402
Larry's Place Restaurant & Lounge,restaurant,"3019 Main Street, Hartford",ChIJI6wbUPRU5okRRTgmwtEUN1Y,1022885.4331540084,849905.2628072408
Dunkin',restaurant,"20 Central Row, Hartford",ChIJjT1g5G9T5okR8JYf3sfi9so,1021185.6788707761,839643.7325718363
The Hawk's Nest,restaurant,"200 Bloomfield Avenue, West Hartford",ChIJZ3Ydezar54kRyJvVPetFk9M,1009195.9753435679,852307.5280494272
Subway,restaurant,"Konover Campus Center, 200 Bloomfield Ave, Village Market, West Hartford",ChIJLVz9UzSr54kRnezgdawpGIY,1010062.8453151104,852414.7238412645
Channer's Sunshine Restaurant,restaurant,"1037 Albany Avenue, Hartford",ChIJMVHoO6RU5okRR0WHjyNBbZI,1015023.1285081328,845467.179857703
South Whitney Pizza,restaurant,"264 South Whitney Street, Hartford",ChIJ42lHO7Os54kR2z7hVzvbB-o,1010725.3480282093,839751.6922355132
Mo's Midtown Restaurant,restaurant,"25 Whitney Street, Hartford",ChIJAxnz6rKs54kRtkyQG4q0bWM,1010464.450686821,840198.6511394625
Wei Mei Chinese Restaurant,restaurant,"651 Blue Hills Avenue #1208, Hartford",ChIJgRF20dpU5okRqvVEFQLbw5w,1014777.3433315657,854012.4719330714
Milagro's Spanish Restaurant,restaurant,"515 Albany Avenue, Hartford",ChIJoSzwZ59U5okR4_Z260TCS3U,1017605.2332474748,844087.869178949
Vaughan's Public House,restaurant,"59 Pratt Street, Hartford",ChIJF7xGVWNT5okRJh73ZlBRinA,1020640.0540346539,840420.9404835426
Red Star Chinese Restaurant,restaurant,"2393 Main Street, Hartford",ChIJkRvh-41U5okRRmHjlFo8IRc,1020770.1217044223,847546.1998606037
Subway,restaurant,"3281 North Main Street Suite 4, Hartford",ChIJqWcvPPZU5okReitmMJtqw1E,1023551.111509754,850883.597732691
Destiny Awaits Restaurant & Catering,restaurant,"3343 Main Street, Hartford",ChIJx2kILfZU5okRSxC-9Yo2yuA,1023645.1778198614,851164.6791252288
Dunkin',restaurant,"Yard Goats Baseball, 1214 Main Street, Hartford",ChIJcXnfyWJT5okRVZTfV959qRs,1020589.339117728,841764.6403250613
McDonald's,restaurant,"98 Weston Street, Hartford",ChIJ9zamgYpU5okRyDVl_wUlN4A,1023950.3643274428,847727.2981748531
McDonald's,restaurant,"1303 Albany Avenue, Hartford",ChIJY-b3fK9U5okRa0Qt-MPxsL0,1014102.0368846763,845744.3171989435
Popeyes Louisiana Kitchen,restaurant,"964 Albany Avenue, Hartford",ChIJ1V8pD6RU5okRkeGa60N8ZWc,1015694.9866671384,845338.7671525289
Jahm Ske's,restaurant,"1291 Albany Avenue, Hartford",ChIJcd1xfa9U5okRWjXfx_jCl9I,1014262.4587710738,845392.4068481519
Golden Krust Caribbean Restaurant,restaurant,"1170 Albany Avenue, Hartford",ChIJwSSPuaVU5okRQlFUym0NRVU,1014752.6194239601,845772.0451889709
Woodland Pizza Restaurant,restaurant,"150 Woodland Street, Hartford",ChIJVbBuG6hU5okR5mY274_WqO4,1014127.5361546773,843882.2680283156
Scotts' Jamaican Bakery - Albany Ave Branch,restaurant,"1344 Albany Avenue, Hartford",ChIJRcHAe69U5okRMyx9pWDcC9A,1013951.3583603074,846139.2332763306
Lok Chung Chinese Restaurant,restaurant,"1291 Albany Avenue #3, Hartford",ChIJcd1xfa9U5okRHA1BL2P1M20,1014168.5526535439,845436.9158779779
Mr Pizza house,restaurant,"671 Blue Hills Avenue, Hartford",ChIJtbLq3NpU5okREOY6Ty57OWY,1014744.8329221366,854291.2893303799
Island Vibes Restaurant,restaurant,"675 Blue Hills Avenue, Hartford",ChIJU-FA3dpU5okRpwuo2FvhcLI,1014741.7093897236,854359.4663517483
Lok Hing Chinese Restaurant,restaurant,"635 Albany Avenue, Hartford",ChIJS3xH66FU5okRG-Ou8tNA0KM,1017054.9108427353,844311.8596301707
Cozy Spot,restaurant,"77 Barbour Street, Hartford",ChIJzwy4XpFU5okReoTQYdhz6WQ,1019307.6471016599,847651.4330666029
The Tavern at Keney Park,restaurant,"171 Windsor Avenue, Windsor",ChIJG7Ta8FRU5okROzLXGXoPqws,1024872.4740063326,854789.04638946
Jerk Pit Cafe & Catering Next Generation,restaurant,"2940 Main Street, Hartford",ChIJv6TAW_RU5okR13ZnGEm6pJY,1022601.2978717637,849522.7720216938
Burger & Pizza Land,restaurant,"295 Barbour Street, Hartford",ChIJ21gK3-xU5okRSfVvQ6OczSI,1019787.3951278864,849788.474080509
Star Chinese Restaurant,restaurant,"2995 Main Street #1, Hartford",ChIJW8uYXvRU5okRe2wbMki8Yso,1022657.3038069662,849841.4185384037
Scotts' Jamaican Bakery - Main Street Branch,restaurant,"3381 Main Street, Hartford",ChIJi7Gw0fdU5okRmHvhzf8M-UM,1023689.194665925,851375.3817736002
